11;1;51;56;23;238;SS;A1;b;;UMA;Merak
0;26;17;-42;18;239;SD;K0;a;;PHE;
14;44;59;27;5;240;SD;K0;e;;BOO;Pulcherrima
21;44;11;9;53;240;SD;K2;e;;PEG;Eniph
17;42;29;-39;2;241;SS;B2;k;;SCO;
17;10;23;-15;43;243;SD;A2;h;;OPH;
11;53;49;53;42;243;SS;A0;g;;UMA;Phecda
21;18;35;62;35;244;SD;A7;a;;CEP;Alderamin
7;24;5;-29;18;244;SS;B5;h;;CMA;
20;46;13;33;58;246;SD;K0;e;;CYG;
9;22;7;-55;1;249;SS;B2;k;;VEL;
23;4;46;15;12;250;SS;B9;a;;PEG;Markab
3;2;17;4;6;252;SS;M2;a;;CET;Mekab
13;55;32;-47;18;254;SS;B2;z;;CEN;
23;3;47;28;5;256;SD;M2;b;;PEG;
11;14;6;20;31;256;SS;A4;d;;LEO;Zozca, Zosma
0;56;42;60;43;257;SD;B0;g;;CAS;
16;37;9;-10;34;257;SS;O9;z;;OPH;
5;32;44;-17;50;258;SD;F0;a;;LEP;Arneb
12;8;21;-50;43;258;SS;B2;d;;CEN;
12;15;49;-17;32;259;SS;B8;g;;CRV;
19;2;37;-29;52;260;SD;A2;z;;SGR;
15;17;0;-9;23;261;SS;B8;b;;LIB;Zuben el Chamali
16;5;26;-19;48;263;SD;B0;b;1;SCO;
5;39;39;-34;5;263;SD;B8;a;;COL;Phakt
1;54;39;20;48;263;SS;A5;b;;ARI;Sheratan
15;44;17;6;25;265;SD;K2;a;;SER;Unukalhay
5;59;43;37;12;266;SD;B9;@;;AUR;
14;58;32;-43;8;267;SS;B2;b;;LUP;
12;34;23;-23;24;267;SS;G5;b;;CRV;
10;46;46;-49;26;268;SD;G5;m;;VEL;
1;25;49;60;14;268;SS;A5;d;;CAS;
13;54;41;18;24;268;SS;G0;h;;BOO;Muphrid
18;21;0;-29;49;269;SD;K2;d;;SGR;
4;57;0;33;9;269;SS;K3;i;;AUR;
12;37;11;-69;8;270;SD;B3;a;;MUS;
17;30;46;-37;18;270;SS;B3;u;;SCO;
7;17;9;-37;6;270;SS;K5;p;;PUP;
19;46;15;10;37;272;SS;K3;g;;AQL;Tarazed
16;23;59;61;30;273;SD;G8;h;;DRA;
16;14;20;-3;41;273;SS;M1;d;;OPH;
14;50;53;-16;3;275;SS;A;a;2;LIB;
13;20;35;-36;43;275;SS;A2;i;;CEN;
5;35;26;-5;55;276;SD;O9;i;;ORI;
10;42;57;-64;23;276;SS;O9;@;;CAR;
15;35;9;-41;10;277;SD;B2;g;;LUP;
5;7;51;-5;5;277;SS;A3;b;;ERI;Cursa
17;43;28;4;34;277;SS;K2;b;;OPH;Kelb al Rai
16;30;13;21;29;278;SS;G8;b;;HER;Kornephoros
17;30;26;52;19;279;SD;G2;b;;DRA;Alwaid
0;25;45;-77;15;280;SS;G2;b;;HYI;
8;7;33;-24;18;281;SD;F6;r;;PUP;
16;41;17;31;36;281;SD;G0;z;;HER;
12;15;9;-58;45;281;SS;B2;d;;CRU;
21;47;2;-16;8;283;SD;A;d;;CAP;Deneb Algiedi
16;35;53;-28;13;283;SS;B0;t;;SCO;
0;13;14;15;11;283;SS;B2;g;;PEG;Algenib
13;2;11;10;58;283;SS;G9;e;;VIR;Vindemiatrix
18;27;58;-25;26;283;SS;K2;l;;SGR;
5;28;15;-20;45;284;SD;G5;b;;LEP;
15;55;9;-63;26;284;SS;F2;b;;TRA;
17;25;18;-55;32;284;SS;K3;b;;ARA;
3;54;8;31;53;285;SD;B1;z;;PER;
22;18;30;-60;15;285;SD;K3;a;;TUC;
1;58;46;-61;34;286;SS;F0;a;;HYI;
19;44;58;45;8;287;SD;B9;d;;CYG;
3;47;29;24;7;287;SS;B7;h;;TAU;Alcyone
16;21;12;-25;35;288;SD;B1;s;;SCO;
12;56;2;38;19;288;SD;B9;a;2;CVN;Cor Caroli
21;31;34;-5;35;288;SD;G0;b;;AQR;Sadalsud
3;57;51;40;0;289;SD;B0;e;;PER;
19;9;46;-21;1;289;SD;F2;p;;SGR;
6;22;58;22;31;289;SD;M3;m;;GEM;
15;18;55;-68;41;289;SS;A1;g;;TRA;
7;27;9;8;17;289;SS;B7;b;;CMI;Gomeisa
15;58;51;-26;7;290;SD;B1;p;;SCO;
6;49;56;-50;37;292;SS;K0;t;;PUP;
22;5;47;0;19;293;SS;G2;a;;AQR;Sadalmelik
17;31;51;-49;53;294;SD;B2;a;;ARA;
3;4;48;53;30;294;SD;G8;g;;PER;
12;29;51;-16;31;295;SD;B9;d;;CRV;
22;43;0;30;13;295;SD;G8;h;;PEG;
3;58;2;-13;31;295;SD;M0;g;;ERI;Zaurak
9;45;51;23;46;297;SS;G0;e;;LEO;
5;1;58;43;50;298;SD;A8;e;;AUR;
5;37;39;21;9;298;SS;B2;z;;TAU;
13;18;55;-23;11;298;SS;G8;g;;HYA;
19;5;25;13;52;299;SD;A0;z;;AQL;
6;43;56;25;8;299;SD;G8;e;;GEM;MEbsuta
18;5;48;-30;26;299;SS;K0;g;;SGR;
12;10;8;-22;37;299;SS;K3;e;;CRV;
2;9;32;34;59;300;SS;A5;b;;TRI;
21;53;56;-37;22;300;SS;B8;g;;GRU;
11;9;40;44;29;300;SS;K1;Y;;UMA;
6;20;18;-30;4;302;SS;B2;z;;CMA;
3;42;55;47;47;302;SS;B5;d;;PER;
17;47;35;-40;7;303;SD;F2;i;1;SCO;
7;3;2;-23;50;303;SS;B3;o;2;CMA;
10;22;19;41;30;303;SS;M0;m;;UMA;
14;32;5;38;19;304;SD;A7;g;;BOO;
15;20;44;71;50;304;SS;A3;g;;UMI;
12;46;17;-68;7;305;SD;B2;b;;MUS;
20;21;1;-14;47;307;SD;F8;b;;CAP;
19;12;33;67;40;307;SS;G9;d;;DRA;
19;30;43;27;58;308;SD;K5;b;;CYG;Albireo
20;37;34;-47;17;311;SD;K0;a;;IND;
18;17;38;-36;46;311;SD;M3;h;;SGR;
8;55;24;5;57;311;SS;K0;z;;HYA;
5;50;58;-35;46;311;SS;K2;b;;COL;
10;49;37;-16;11;311;SS;K3;n;;HYA;
9;31;13;-57;2;312;SS;K5;;N;VEL;
16;58;38;-55;59;312;SS;K5;z;;ARA;
14;59;9;-42;6;313;SD;B2;k;;CEN;
11;35;47;-63;1;313;SD;B9;l;;CEN;
17;15;2;24;50;314;SD;A3;d;;HER;
16;51;52;-38;3;314;SS;B1;m;1;SCO;
9;21;3;34;24;314;SS;M0;a;;LYN;
8;59;13;48;2;315;SD;A7;i;;UMA;Talitha
9;47;6;-65;4;315;SD;A9;u;;CAR;
17;15;3;36;48;316;SS;K3;p;;HER;
5;6;31;41;14;317;SS;B3;h;;AUR;
6;37;46;-43;11;317;SS;B8;n;;PUP;
21;28;39;70;33;318;SD;B2;b;;CEP;Alphirk
14;42;30;-64;58;318;SD;F0;a;;CIR;
9;32;51;51;41;318;SD;F6;@;;UMA;
17;8;48;65;43;318;SS;B6;z;;DRA;
18;45;40;-27;0;318;SS;B8;0;;SGR;
4;49;51;6;57;319;SS;F6;p;3;ORI;
21;12;56;30;14;319;SS;G8;z;;CYG;
5;5;28;-22;22;319;SS;K5;e;;LEP;
6;14;52;22;30;320;SD;M3;h;;GEM;
17;49;51;-37;3;320;SS;K1;;;;
16;57;44;9;23;320;SS;K2;k;;OPH;
15;21;22;-40;39;321;SS;B2;d;;LUP;
23;39;20;77;37;322;SS;K1;g;;CEP;Alrai
16;18;19;-4;42;323;SS;G9;e;;OPH;
7;29;14;-43;18;324;SD;K5;s;;PUP;
20;11;18;0;49;324;SS;B9;@;;AQL;
18;58;56;32;41;325;SD;B9;g;;LYR;Sulaphat
0;39;20;30;52;325;SD;K3;d;;AND;
18;21;18;-2;53;325;SS;K0;h;;SER;
4;34;0;-55;3;326;SD;A0;a;;DOR;
6;48;12;-61;56;326;SS;A5;a;;PIC;
14;6;23;-26;41;326;SS;K2;p;;HYA;
22;54;39;-15;49;327;SS;A3;d;;AQR;Skat
3;47;14;-74;15;327;SS;M0;g;;HYI;
17;22;0;-25;0;328;SS;B2;@;;OPH;
1;6;5;-46;43;330;SD;G8;b;;PHE;
15;24;56;58;58;330;SS;K2;i;;DRA;
12;15;26;57;2;331;SS;A3;d;;UMA;Megrez
10;32;1;-61;41;331;SS;B5;;;;
10;13;45;-70;2;331;SS;B7;w;;CAR;
19;6;56;-27;40;331;SS;K1;t;;SGR;
17;25;24;-56;23;332;SD;B1;g;;ARA;
5;12;56;-16;12;332;SS;B9;m;;LEP;
15;4;4;-25;17;332;SS;M4;s;;LIB;
17;12;9;-43;14;333;SS;F0;h;;SCO;
4;14;25;-62;28;334;SD;G6;a;;RET;
11;14;15;15;26;334;SS;A2;@;;LEO;
17;59;1;-9;47;334;SS;G9;n;;OPH;
5;24;29;-2;23;335;SD;B0;h;;ORI;
7;49;17;-24;52;335;SD;G3;E;;PUP;
8;30;16;60;43;335;SD;G5;o;;UMA;
6;45;18;12;54;335;SS;F5;E;;GEM;
22;10;51;58;12;335;SS;K1;z;;CEP;
15;22;40;-44;42;336;SD;B3;e;;LUP;
13;34;42;0;36;336;SS;A3;z;;VIR;
19;25;29;3;7;336;SS;F0;d;;AQL;
8;46;47;6;25;337;SD;G0;e;;HYA;
1;54;24;63;41;337;SS;B3;e;;CAS;
12;55;36;3;23;337;SS;M3;d;;VIR;
10;17;5;-61;20;338;SS;K5;;;;
22;41;27;10;50;339;SD;B8;z;;PEG;Homam
16;0;8;-38;24;340;SD;B2;h;;LUP;
15;12;17;-52;6;340;SD;G8;z;;LUP;
5;33;37;-62;29;340;SS;F8;b;;DOR;
9;45;15;-62;31;340;SS;G2;L;;CAR;
1;28;21;-43;19;340;SS;K5;g;;PHE;
17;46;28;27;44;341;SD;G5;m;;HER;
4;28;40;15;52;341;SS;A7;@;2;TAU;
13;49;30;-41;41;341;SS;B2;n;;CEN;
4;0;40;12;29;341;SS;B3;l;;TAU;
1;53;5;29;35;341;SS;F6;a;;TRI;
2;58;15;-40;18;342;SD;A3;@;1;ERI;
20;45;17;61;50;342;SD;K0;h;;CEP;
20;44;57;-66;12;342;SS;A5;b;;PAV;
18;50;4;33;22;343;SD;B7;b;;LYR;Sheliak
19;6;15;-4;53;343;SS;B9;l;;AQL;
10;16;42;23;25;343;SS;F0;z;;LEO;
0;49;6;57;49;344;SD;G0;h;;CAS;
9;10;58;-58;58;344;SS;B2;A;;CAR;
1;8;36;-10;11;344;SS;K3;h;;CET;
10;17;6;42;55;345;SS;A2;l;;UMA;
2;43;18;3;14;346;SD;A2;g;;CET;
11;18;29;33;5;346;SD;K3;n;;UMA;
7;1;43;-27;56;346;SD;M0;s;;CMA;
7;56;47;-52;59;346;SS;B2;x;;CAR;
13;49;37;-42;29;347;SD;B2;m;;CEN;
9;41;9;9;54;348;SD;A2;o;;LEO;
15;15;30;33;19;348;SD;G8;d;;BOO;
22;48;33;-51;19;348;SS;A2;e;;GRU;
19;58;46;19;29;348;SS;K5;g;;SGE;
15;1;57;40;23;349;SS;G8;b;;BOO;Nekkar
22;50;1;24;36;349;SS;G8;m;;PEG;
17;14;39;14;23;350;SD;M5;a;1;HER;
18;26;59;-45;58;350;SS;B3;a;;TEL;
19;52;29;1;0;350;SS;F6;h;;AQL;
1;44;4;-15;56;350;SS;G8;t;;CET;
18;57;44;-21;6;350;SS;K1;E;2;SGR;
22;49;41;66;12;350;SS;K1;i;;CEP;
3;5;11;38;50;350;SS;M4;r;;PER;
22;10;12;6;12;351;SS;A2;@;;PEG;
8;16;31;9;12;352;SD;K4;b;;CNC;
7;20;7;21;59;353;SD;F0;d;;GEM;Wasat
10;7;20;16;46;353;SS;A0;h;;LEO;
16;42;54;38;56;353;SS;G7;h;;HER;
3;43;14;-9;46;353;SS;K0;d;;ERI;
4;28;37;19;11;353;SS;K0;e;;TAU;
9;56;52;-54;35;354;SD;B5;0;;VEL;
17;37;36;-15;24;354;SD;F0;E;;SER;
11;33;0;-31;51;354;SD;G7;E;;HYA;
5;46;57;-14;50;354;SS;A3;z;;LEP;
0;19;26;-8;50;354;SS;K2;i;;CET;
2;16;30;-51;31;355;SD;B8;0;;ERI;
4;17;54;-33;48;355;SD;B8;4;1;ERI;
15;21;49;-36;16;355;SD;K5;0;1;LUP;
15;49;37;-3;25;355;SS;A0;m;;SER;
14;19;24;-46;4;355;SS;B3;i;;LUP;
18;21;4;72;44;356;SD;F7;x;;DRA;
7;8;45;-70;30;356;SD;G8;g;2;VOL;
7;44;27;24;24;356;SD;G8;k;;GEM;
20;18;3;-12;32;356;SD;G9;a;2;CAP;
16;52;20;-38;1;356;SS;B2;m;2;SCO;
11;19;20;-14;46;356;SS;G8;d;;CRT;
9;3;37;47;9;357;SD;A0;k;;UMA;
7;18;6;16;32;357;SD;A3;l;;GEM;
14;31;50;30;23;357;SD;K3;r;;BOO;
20;8;43;-66;11;357;SS;G8;d;;PAV;
1;37;59;48;37;357;SS;K3;5;1;AND;
5;17;36;-6;51;358;SD;B5;t;;ORI;
9;30;42;-40;28;358;SD;F2;Y;;VEL;
20;37;33;14;36;358;SD;F5;b;;DEL;Rotanev
15;37;1;-28;8;358;SD;K5;u;;LIB;
17;31;6;-60;41;359;SD;B8;d;;ARA;
3;24;49;9;2;359;SS;G8;o;;TAU;
7;45;16;-37;59;359;SS;K;;;;
12;21;22;-60;24;359;SS;K3;e;;CRU;
6;52;47;33;58;360;SD;A3;@;;GEM;
5;44;28;-22;27;360;SD;F6;g;;LEP;
1;24;1;-8;11;360;SD;K0;@;;CET;
2;49;59;27;16;361;SD;B8;4;1;ARI;
10;10;35;-12;22;361;SD;K0;l;;HYA;
11;50;42;1;46;361;SS;F8;b;;VIR;Zawijah
13;2;16;-71;33;361;SS;K2;d;;MUS;
7;8;43;-70;30;362;SD;F4;g;1;VOL;
1;31;29;15;21;362;SD;G8;h;;PSC;
8;40;18;-52;55;362;SS;B3;o;;VEL;
23;1;55;42;19;362;SS;B6;o;;AND;
17;45;44;-64;44;362;SS;K1;h;;PAV;
11;45;36;-66;43;363;SD;A7;l;;MUS;
3;49;10;24;3;363;SD;B8;2;7;TAU;Atlas
4;19;48;15;37;363;SS;K0;g;;TAU;
16;54;35;-42;21;363;SS;K5;z;;SCO;
0;36;58;53;54;364;SS;B2;z;;CAS;
20;54;49;-58;27;364;SS;K0;b;;IND;
14;4;24;64;22;365;SS;A0;a;;DRA;Thuban
15;38;40;-29;47;365;SS;B2;t;;LIB;
9;31;32;63;4;366;SD;F0;2;3;UMA;
22;28;50;0;1;366;SD;F2;z;1;AQR;
5;35;8;9;56;366;SD;O8;l;;ORI;
21;40;5;-16;40;366;SS;A;g;;CAP;
23;9;27;-21;10;366;SS;K0;8;8;AQR;
15;46;11;15;25;367;SD;A2;b;;SER;
18;6;38;-50;6;367;SS;B0;@;;ARA;
15;27;49;29;6;367;SS;F0;b;;CRB;
12;41;40;-1;27;368;SD;F0;g;;VIR;
4;51;13;5;36;368;SS;B2;p;4;ORI;
1;55;57;-51;36;369;SD;G5;x;;ERI;
8;43;35;-33;12;369;SS;B2;a;;PYX;
23;17;10;3;17;369;SS;G7;g;;PSC;
17;57;46;29;15;369;SS;G9;E;;HER;
3;19;31;-21;45;370;SD;M3;t;4;ERI;
3;44;52;24;7;370;SS;B6;1;7;TAU;Electra
11;46;3;47;47;370;SS;K0;x;;UMA;
19;55;19;6;24;371;SD;G8;b;;AQL;
15;50;49;4;29;371;SS;A;e;;SER;
5;56;24;-14;10;371;SS;F0;h;;LEP;
7;52;13;-40;35;371;SS;G5;;;;
5;59;32;54;17;371;SS;K0;d;;AUR;
4;54;15;2;27;372;SS;B2;p;5;ORI;
3;27;10;9;44;372;SS;B8;E;;TAU;
1;51;27;-10;20;372;SS;K2;z;;CET;Baten
21;4;56;43;56;372;SS;K5;E;;CYG;
18;7;21;9;34;373;SD;A4;7;2;OPH;
21;14;48;38;3;373;SD;F0;t;;CYG;
5;38;45;-2;36;373;SD;O9;s;;ORI;
14;46;15;1;54;373;SS;A0;;;VIR;
3;32;56;-9;28;373;SS;K2;e;;ERI;
16;21;56;19;9;374;SD;A9;g;;HER;
10;37;18;-48;13;374;SD;F4;;;;
21;26;40;-22;25;374;SD;G4;z;;CAP;
17;47;54;2;43;374;SS;A0;g;;OPH;
9;4;9;-47;6;374;SS;K2;;;;
17;53;32;56;52;374;SS;K2;E;;DRA;
22;31;17;50;17;375;SD;A2;a;;LAC;
16;49;47;-59;3;375;SD;K5;h;;ARA;
19;4;40;-21;44;376;SD;G8;o;;SGR;
22;7;0;25;20;376;SS;F5;i;;PEG;
4;22;56;17;32;376;SS;K0;d;;TAU;
8;25;44;-66;8;376;SS;K2;b;;VOL;
22;52;37;-7;35;376;SS;M2;l;;AQR;
20;39;39;15;55;377;SD;B9;a;;DEL;Svalocin
3;45;12;42;35;377;SD;F5;n;;PER;
2;50;42;55;54;377;SD;K3;h;;PER;
20;47;41;-9;30;377;SS;A1;e;;AQR;
19;29;42;51;44;377;SS;A5;i;;CYG;
19;17;7;53;22;377;SS;K0;k;;CYG;
21;41;29;-77;23;378;SD;K0;n;;OCT;
20;13;38;46;44;378;SD;K2;o;1;CYG;
5;51;19;-20;52;378;SS;G8;d;;LEP;
10;53;30;-58;51;378;SS;K0;;;;
7;25;44;27;48;378;SS;K0;i;;GEM;
9;50;59;59;3;379;SD;F2;u;;UMA;
3;9;30;44;52;379;SD;K0;k;;PER;
17;39;27;46;1;380;SS;B3;i;;HER;
19;47;23;18;32;380;SS;M2;d;;SGE;
16;30;55;1;59;381;SD;A1;l;;OPH;
9;18;50;36;49;381;SD;A3;3;8;LYN;
10;27;52;-58;45;381;SS;F0;;;;
10;53;18;34;13;381;SS;K0;4;6;LMI;
4;35;33;-30;34;381;SS;K0;u;2;ERI;
10;26;5;-16;51;381;SS;K4;m;;HYA;
15;42;45;26;18;382;SD;A0;g;;CRB;
13;58;16;-42;6;382;SS;B2;0;;CEN;
7;14;48;-26;46;382;SS;B3;w;;CMA;
3;44;19;32;17;383;SD;B1;o;;PER;
19;48;10;70;16;383;SD;G8;e;;DRA;
18;7;32;28;46;383;SS;B9;o;;HER;
11;31;24;69;20;383;SS;M0;l;;DRA;
8;55;3;-60;39;384;SD;B8;;;;
22;21;39;-1;23;384;SD;B9;g;;AQR;Sadachbia
10;14;44;-42;8;384;SS;A2;;;;
5;47;17;-51;4;384;SS;A3;b;;PIC;
15;56;27;15;39;384;SS;F6;g;;SER;
16;15;26;-63;41;384;SS;G2;d;;TRA;
6;22;7;-33;26;384;SS;G4;d;;COL;
3;44;12;-64;48;384;SS;K0;b;;RET;
17;56;15;37;15;384;SS;K1;@;;HER;
18;23;42;21;46;384;SS;K2;;;HER;
18;35;12;-8;15;384;SS;K3;a;;SCT;
8;40;38;-46;39;385;SD;F2;;;;
3;12;4;-28;59;385;SD;F8;a;;FOR;
12;37;42;-48;32;385;SS;A2;t;;CEN;
10;32;49;9;18;385;SS;B1;r;;LEO;
4;28;35;15;57;385;SS;K0;@;1;TAU;
4;14;0;-42;17;385;SS;K1;a;;HOR;
14;47;51;-79;2;385;SS;K5;a;;APS;
0;56;45;38;30;386;SD;A5;m;;AND;
18;13;46;-21;3;386;SD;B8;m;;SGR;
15;11;56;-48;44;386;SD;B9;k;;LUP;
4;38;11;-14;18;386;SD;K2;5;3;ERI;
13;58;41;-44;48;386;SS;B2;u;1;CEN;
5;31;13;-35;29;386;SS;K1;e;;COL;
6;54;8;-24;12;386;SS;K3;o;1;CMA;
12;33;29;69;47;387;SS;B7;k;;DRA;
0;9;24;-45;45;387;SS;K0;e;;PHE;
15;56;54;-29;13;388;SD;B2;r;;SCO;
11;21;1;-54;30;388;SD;B5;p;;CEN;
9;14;22;2;19;388;SD;B9;@;;HYA;
13;31;3;-39;24;388;SD;G8;;;;
12;19;54;0;40;388;SS;A2;h;;VIR;
12;32;28;-72;8;388;SS;B5;g;;MUS;
3;45;49;24;22;388;SS;B7;2;0;TAU;Maia
14;43;3;-5;39;388;SS;F3;m;;VIR;
23;37;34;46;28;388;SS;G8;l;;AND;
16;33;27;-78;53;388;SS;K0;g;;APS;
9;39;51;-1;8;388;SS;K3;i;;HYA;
16;19;44;46;19;389;SD;B5;t;;HER;
19;59;1;35;5;389;SD;K0;h;;CYG;
8;25;40;-3;55;389;SS;A0;;;;
23;10;21;-45;15;389;SS;K0;i;;GRU;
2;56;25;-8;54;389;SS;K1;h;;ERI;
9;52;46;26;1;389;SS;K2;m;;LEO;
15;35;32;-14;47;390;SD;G8;g;;LIB;Zuben el Hakrabi
8;46;1;-46;3;390;SS;A0;;;;
4;3;9;6;0;390;SS;A1;n;;TAU;
18;56;57;-67;15;390;SS;F5;k;;PAV;
18;55;21;43;57;390;SS;M5;;R;LYR;
17;0;18;30;55;391;SS;A0;e;;HER;
21;15;50;5;15;391;SS;G0;a;;EQU;
4;36;19;-3;21;392;SS;B2;n;;ERI;
12;28;3;-50;14;392;SS;B2;s;;CEN;
8;44;41;18;9;393;SD;K0;d;;CNC;
20;57;11;41;10;393;SS;A0;n;;CYG;
0;26;12;-43;41;393;SS;A7;k;;PHE;
19;21;40;-17;51;393;SS;F0;r;1;SGR;
7;41;15;-9;33;393;SS;K0;a;;MON;
1;31;15;-49;5;393;SS;K0;d;;PHE;
1;8;23;-55;15;394;SD;B6;z;;PHE;
7;41;49;-72;36;394;SD;K0;z;;VOL;
15;50;57;-33;37;394;SS;A0;x;;LUP;
6;49;50;-32;31;394;SS;B2;k;;CMA;
11;8;35;-58;59;394;SS;G0;;;;
6;36;41;-19;15;394;SS;K1;n;2;CMA;
11;23;56;10;32;395;SD;F2;i;;LEO;
2;54;16;52;46;395;SD;G5;t;;PER;
2;3;26;72;25;395;SS;A1;5;0;CAS;
22;46;32;23;34;395;SS;G8;l;;PEG;
5;59;9;-42;49;395;SS;K0;h;;COL;
4;24;2;-34;1;395;SS;M1;4;3;ERI;
18;0;38;2;56;396;SD;B5;6;7;OPH;
9;0;38;41;47;396;SD;F5;;;;
20;0;35;-72;54;396;SS;A0;e;;PAV;
7;43;49;-28;57;396;SS;A3;;3;PUP;
12;11;39;-52;22;396;SS;B4;r;;CEN;
19;23;54;-40;37;396;SS;B9;a;;SGR;
22;29;16;-43;29;396;SS;G5;d;1;GRU;
23;22;58;-20;6;396;SS;K0;9;8;AQR;
8;40;6;-35;18;397;SD;G4;b;;PYX;
6;14;52;-6;17;397;SD;K3;g;;MON;
16;6;48;-20;40;397;SS;B1;w;1;SCO;
7;16;50;-67;57;397;SS;F8;d;;VOL;
5;51;30;39;9;398;SD;K0;n;;AUR;
9;11;16;-62;19;398;SS;B3;;;;
23;17;26;-58;14;398;SS;F0;g;;TUC;
10;24;24;-74;2;398;SS;F3;;;;
20;15;28;47;42;398;SS;K3;o;2;CYG;
21;43;31;58;47;399;SD;M2;m;;CEP;
2;0;1;-21;5;399;SS;M1;u;;CET;
10;45;4;-59;42;400;SD;;h;;CAR;
